symbol, Debt/Equity,Dividends $,Dividends %,EPS,Long-Term Debt,Market Capitalization,Net Income Mil,Operating Income Mil,R&D,ROE %,Revenue Mil,Share Outstanding,Shares Mil,Short-Term Debt,Total Debt,Total Liabilities,currency,cust. regression origin,cust. regression slope,key_data,latest_price,price_data
BYL.to, 0.52, 0.0, 0.0, -0.08, 25.79, 88.0, -2.0, 3.0, 10.53, -5.63, 114.0, 25.0, 25.0, 1.16, 26.95, 50.57, CAD, 3.3245700292973015, 0.0023755301937120124, None, 3.52, None
CAE.to, 0.53, 0.36, 0.013646702047005308, 1.33, 20.85, 7096.219999999999, 357.0, 383.0, 3.93, 16.57, 2896.0, 269.0, 269.0, 2.08, 22.93, 60.78, CAD, 27.756860968997337, -0.029535768944859854, None, 26.38, None
CAL.to, 0.0, 0.28, 0.034271725826193394, 1.11, 0.0, 89.87, 12.0, 24.0, 0.0, 19.37, 72.0, 11.0, 11.0, 3.15, 3.15, 39.41, USD, 10.442885106476021, 0.0021291923564650843, None, 8.17, None
CAR-UN.to, 0.66, 1.28, 0.026063938098147017, 6.83, 37.7, 6875.4, 955.0, 347.0, 0.0, 19.46, 665.0, 140.0, 140.0, 3.09, 40.790000000000006, 43.08, CAD, 47.614016026061485, -0.09497063710700074, None, 49.11, None
CAS.to, 1.04, 0.16, 0.01237432327919567, 1.82, 35.89, 1267.1399999999999, 178.0, 220.0, 0.0, 11.78, 4462.0, 98.0, 98.0, 1.49, 37.38, 65.51, CAD, 12.237276138003415, 0.011230749048930868, None, 12.93, None
CBL.to, 3.98, 1.2, 0.7100591715976331, -4.64, 66.49, 87.88, -237.0, 0.0, 0.0, -92.31, 252.0, 52.0, 52.0, 0.0, 66.49, 83.28, CAD, 2.027304823123003, 0.04438952293497748, None, 1.69, None
CCA.to, 1.97, 0.91, 0.014141414141414144, 6.99, 56.21, 3217.4999999999995, 348.0, 545.0, 0.0, 20.02, 2341.0, 50.0, 50.0, 1.38, 57.59, 71.46, CAD, 66.61003154925886, 0.032916896235078076, None, 64.35, None
CCI-UN.to, 0.23, 0.47, 0.08801498127340823, 0.75, 18.0, 26.7, 4.0, 0.0, 0.0, 11.29, 4.0, 5.0, 5.0, 0.0, 18.0, 23.16, CAD, 5.371464843237569, 0.0031494818313000127, None, 5.34, None
CCL-A.to, 0.97, 0.48, 0.007426891536438187, 2.88, 34.6, 11568.769999999999, 516.0, 733.0, 0.0, 23.73, 4933.0, 179.0, 179.0, 4.85, 39.45, 64.47, CAD, 64.71696814464994, 0.004040250994796439, None, 64.63, None
CCM.to, 0.0, 0.0, 0.0, 0.0, 0.0, 8.76, -1.0, -1.0, 0.0, -5.99, 0.0, 219.0, 219.0, 0.0, 0.0, 2.25, USD, 0.0466172766627313, 0.0002044470680834318, None, 0.04, None
CCO.to, 0.31, 0.2, 0.015860428231562255, -0.52, 19.34, 4993.5599999999995, -207.0, 160.0, 0.11, -4.15, 2067.0, 396.0, 396.0, 0.0, 19.34, 37.43, CAD, 14.571978180069092, -0.014054790327517596, None, 12.61, None
CCZ.to, 0.04, 0.0, 0.0, -0.08, 1.73, 4.800000000000001, -4.0, -2.0, 5.54, -20.78, 28.0, 48.0, 48.0, 24.24, 25.97, 39.04, CAD, 0.1445994577812757, 0.000209803664349119, None, 0.1, None
CDAY.to, 0.44, 0.0, 0.0, -0.31, 10.7, 7378.82, -43.0, 38.0, 0.0, -2.82, 792.0, 137.0, 137.0, 0.08, 10.78, 75.68, USD, 47.21008754208768, -0.05402982202982196, None, 53.86, None
CDD-UN.to, 0.0, 0.42, 0.07046979865771812, -0.11, 0.0, 5.96, -0.0, 0.0, 0.0, -0.81, 0.0, 1.0, 1.0, 0.0, 0.0, 1.18, CAD, 6.178369014823551, 0.0009477895841532172, None, 5.96, None
CDH.to, 0.0, 0.0, 0.0, 0.14, 0.0, 58.74, 13.0, 6.0, 0.0, 12.77, 17.0, 89.0, 89.0, 0.0, 0.0, 8.97, CAD, 0.6621962919235649, 0.0006237264419082601, None, 0.66, None
CDV.to, 0.0, 0.0, 0.0, -0.11, 0.0, 160.6, -39.0, -43.0, 0.0, -257.25, 0.0, 365.0, 365.0, 0.0, 0.0, 12.96, AUD, 0.387968275831912, 0.0012014736105645202, None, 0.44, None
CEE.to, 0.0, 0.12, 0.07453416149068322, 0.12, 0.0, 1865.99, 135.0, 242.0, 0.0, 10.11, 680.0, 1159.0, 1159.0, 0.0, 0.0, 4.16, USD, 1.6242600244872976, 0.0097605710787529, None, 1.61, None
CERV.to, 0.17, 0.34, 0.024303073624017155, 1.36, 5.29, 251.82, 23.0, 36.0, 0.0, 9.99, 1290.0, 18.0, 18.0, 1.56, 6.85, 59.47, CAD, 14.389816432725514, -0.0021279898552625867, None, 13.99, None
CET.to, 0.05, 0.0, 0.0, -0.1, 4.27, 35.769999999999996, -5.0, -9.0, 0.0, -4.72, 150.0, 49.0, 49.0, 0.0, 4.27, 21.17, CAD, 0.8990411255411253, 0.005400432900432902, None, 0.73, None
CEU.to, 0.6, 0.03, 0.006944444444444444, 0.18, 32.01, 1183.68, 49.0, 74.0, 0.0, 7.78, 1124.0, 274.0, 274.0, 0.0, 32.01, 45.04, CAD, 4.2868521142157485, 0.013581704490795403, None, 4.32, None
CF.to, 0.19, 0.04, 0.005797101449275362, 0.22, 2.76, 807.3000000000001, 33.0, 94.0, 0.92, 4.09, 1097.0, 117.0, 117.0, 0.74, 3.5, 80.52, CAD, 7.155509641873277, -0.004792994883903976, None, 6.9, None
CFF.to, 0.7, 0.0, 0.0, 0.99, 32.77, 122.31, 26.0, 47.0, 0.0, 12.38, 584.0, 27.0, 27.0, 1.23, 34.0, 51.53, CAD, 4.767345751891204, 0.014833836197472559, None, 4.53, None
CFP.to, 0.19, 0.0, 0.0, 3.71, 10.86, 3832.59, 480.0, 804.0, 0.0, 26.2, 5087.0, 129.0, 129.0, 0.01, 10.87, 44.03, CAD, 30.435717215444487, 0.0009815907997726132, None, 29.71, None
CFW.to, 1.99, 0.0, 0.0, 0.12, 56.36, 639.36, 16.0, 113.0, 0.0, 3.24, 2061.0, 144.0, 144.0, 0.0, 56.36, 71.64, CAD, 4.974638331365606, 0.014366391184573005, None, 4.44, None
CFX.to, 0.0, 0.25, 0.009061254077564335, 2.83, 0.0, 1793.35, 185.0, 258.0, 0.0, 30.97, 1364.0, 65.0, 65.0, 0.0, 0.0, 34.65, CAD, 29.469879443788532, -0.1043064410337138, None, 27.59, None
CG.to, 0.12, 0.0, 0.0, 0.62, 8.98, 1520.67, 182.0, 208.0, 1.13, 9.09, 1113.0, 293.0, 293.0, 0.0, 8.98, 26.56, USD, 5.648538764266036, 0.015569854388036212, None, 5.19, None
CGG.to, 0.76, 0.0, 0.0, 0.1, 35.34, 720.72, 39.0, 61.0, 0.0, 2.64, 481.0, 396.0, 396.0, 4.29, 39.63, 53.19, USD, 1.852180856180857, 0.008319865319865323, None, 1.82, None
CGO.to, 5.56, 0.0, 0.0, 7.43, 68.55, 1021.87, 123.0, 568.0, 0.0, 19.55, 2457.0, 17.0, 17.0, 1.68, 70.23, 87.67, CAD, 59.451119353710254, 0.07692380515107787, None, 60.11, None
CGT.to, 0.0, 0.0, 0.0, 0.05, 0.0, 45.36000000000001, 8.0, -4.0, 0.0, 17.58, 0.0, 162.0, 162.0, 0.0, 0.0, 0.69, CAD, 0.20422864467182644, 0.0012423969128514583, None, 0.28, None
CGX.to, 0.7, 1.69, 0.05297805642633229, 1.35, 27.19, 2009.6999999999998, 86.0, 131.0, 0.0, 12.01, 1597.0, 63.0, 63.0, 5.91, 33.1, 61.1, CAD, 30.608319121955482, -0.0008943548034457122, None, 31.9, None
CGY.to, 0.0, 1.12, 0.035955056179775284, 2.08, 0.0, 249.2, 16.0, 22.0, 0.0, 17.61, 299.0, 8.0, 8.0, 0.0, 0.0, 35.93, CAD, 31.77152516507063, -0.001762604398968023, None, 31.15, None
CHH.to, 0.0, 0.0, 0.0, -0.09, 62.35, 56.28000000000001, -19.0, 5.0, 0.0, -262.89, 170.0, 201.0, 201.0, 4.82, 67.17, 101.26, CAD, 0.220333420787966, 0.0018217674581310942, None, 0.28, None
CHP-UN.to, 2.12, 0.74, 0.05813040062843676, 4.69, 55.86, 3526.21, 645.0, 664.0, 0.0, 33.49, 927.0, 277.0, 277.0, 2.4, 58.26, 100.0, CAD, 12.597226398180943, -0.00823282609646246, None, 12.73, None
CHR.to, 3.02, 0.48, 0.0622568093385214, 0.94, 55.55, 1010.01, 120.0, 204.0, 0.0, 40.38, 1428.0, 131.0, 131.0, 5.82, 61.37, 81.54, CAD, 7.182001180637541, 0.007308146399055488, None, 7.71, None
CHW.to, 3.67, 0.84, 0.06999999999999999, 1.55, 73.36, 204.0, 26.0, 30.0, 0.0, 18.06, 100.0, 17.0, 17.0, 0.0, 73.36, 80.01, CAD, 12.058214569941846, -0.01510306528488347, None, 12.0, None
CIA.to, 3.05, 0.0, 0.0, -0.16, 42.06, 493.84999999999997, -58.0, -36.0, 0.0, -76.39, 151.0, 415.0, 415.0, 9.99, 52.050000000000004, 86.21, CAD, 1.3379183501683503, -0.0010381192881192885, None, 1.19, None
CIGI.to, 1.28, 0.1, 0.000982994200334218, 1.65, 26.54, 4069.2000000000003, 65.0, 189.0, 0.0, 23.52, 2443.0, 40.0, 40.0, 0.1, 26.64, 79.27, USD, 109.05362560671652, -0.18212934540207262, None, 101.73, None
CIQ-UN.to, 0.0, 0.45, 0.05125284738041003, -0.27, 0.0, 26.339999999999996, -1.0, -1.0, 0.0, -2.33, 0.0, 3.0, 3.0, 0.0, 0.0, 0.91, CAD, 8.741814945996762, 0.0005210109755564307, None, 8.78, None
CIX.to, 0.52, 1.41, 0.06884765625, 2.11, 20.57, 5468.16, 563.0, 853.0, 0.0, 33.27, 2237.0, 267.0, 267.0, 12.2, 32.769999999999996, 60.13, CAD, 20.72991073068346, 0.059716581398399575, None, 20.48, None
CJ.to, 0.35, 0.42, 0.08399999999999999, -1.01, 20.41, 560.0, -100.0, 26.0, 0.0, -12.93, 374.0, 112.0, 112.0, 0.0, 20.41, 41.88, CAD, 5.606845183436093, -0.007460033232760505, None, 5.0, None
CJR-B.to, 1.28, 1.14, 0.28860759493670884, -3.8, 39.56, 817.6500000000001, -789.0, 501.0, 0.0, -40.3, 1649.0, 207.0, 207.0, 2.21, 41.77, 68.99, CAD, 3.6424850015304564, 0.029400214263850633, None, 3.95, None
CJT.to, 2.76, 0.81, 0.00995820014752889, 1.98, 46.31, 1138.76, 25.0, 60.0, 0.0, 18.43, 416.0, 14.0, 14.0, 0.15, 46.46, 77.24, CAD, 72.24510350255804, -0.06908107044470685, None, 81.34, None
CKE.to, 0.0, 0.0, 0.0, -0.14, 0.0, 46.41, -30.0, -9.0, 0.0, -31.46, 25.0, 221.0, 221.0, 2.67, 2.67, 34.88, CAD, 0.23710752547116198, -0.0003750054659145568, None, 0.21, None
CKI.to, 0.0, 0.0, 0.0, 0.2, 0.2, 173.6, 2.0, 6.0, 0.0, 1.52, 13.0, 14.0, 14.0, 0.45, 0.65, 3.48, CAD, 12.903969194105558, -0.014812825221916133, None, 12.4, None
CLIQ.to, 0.23, 0.36, 0.037539103232533885, -0.95, 16.18, 297.29, -27.0, 5.0, 0.0, -10.1, 618.0, 31.0, 31.0, 0.09, 16.27, 29.28, CAD, 8.86671975162884, 0.011908085180812452, None, 9.59, None
CLQ.to, 0.0, 0.0, 0.0, -0.03, 0.0, 264.775, -16.0, -16.0, 0.0, -8.76, 4.0, 623.0, 623.0, 0.0, 0.0, 3.66, AUD, 0.4961769644496919, 0.0059893086711268525, None, 0.425, None
CLR.to, 3.14, 0.2, 0.0333889816360601, -0.16, 62.91, 383.36, -11.0, 50.0, 0.32, -6.64, 607.0, 64.0, 64.0, 2.98, 65.89, 79.96, CAD, 5.613935283571648, -0.008203157112248019, None, 5.99, None
CLS.to, 0.27, 0.0, 0.0, 0.54, 10.81, 2252.16, 78.0, 164.0, 0.42, 5.98, 6265.0, 144.0, 144.0, 0.26, 11.07, 59.83, USD, 16.54533256810529, -0.020654750972932793, None, 15.64, None
CM.to, 0.13, 5.26, 0.0429177545691906, 11.42, 0.68, 54294.08, 5160.0, 0.0, 0.0, 16.86, 17531.0, 443.0, 443.0, 0.0, 0.68, 94.22, CAD, 120.231027635664, -0.05627386418295509, None, 122.56, None
CMG.to, 0.0, 0.3, 0.03631961259079903, 0.25, 0.0, 660.8, 20.0, 26.0, 27.4, 35.63, 72.0, 80.0, 80.0, 0.0, 0.0, 40.42, CAD, 9.413388648388649, 0.0014107744107744087, None, 8.26, None
CMH.to, 0.0, 0.0, 0.0, 0.4, 0.0, 90.50999999999999, 9.0, 3.0, 5.65, 14.13, 57.0, 21.0, 21.0, 0.47, 0.47, 14.36, USD, 4.533317635226725, 4.036031308758671e-05, None, 4.31, None
CMMC.to, 0.99, 0.0, 0.0, 0.24, 38.69, 159.43, 33.0, 56.0, 0.0, 16.55, 325.0, 149.0, 149.0, 7.58, 46.269999999999996, 61.07, CAD, 1.1057063710700068, 0.001177664086754995, None, 1.07, None
CNE.to, 1.53, 0.0, 0.0, -0.97, 42.75, 718.08, -170.0, 28.0, 0.0, -55.35, 189.0, 176.0, 176.0, 0.0, 42.75, 68.64, USD, 4.141152345970528, 0.001614150159604705, None, 4.08, None
CNL.to, 0.33, 0.0, 0.0, -0.05, 21.63, 502.40000000000003, -7.0, -10.0, 0.0, -2.34, 0.0, 160.0, 160.0, 0.0, 21.63, 34.09, USD, 3.564273164545894, 0.0005287507105688922, None, 3.14, None
CNQ.to, 0.63, 1.22, 0.029433051869722556, 2.14, 27.92, 50942.05, 2645.0, 4266.0, 0.0, 8.34, 21674.0, 1229.0, 1229.0, 1.12, 29.040000000000003, 56.01, CAD, 46.73622410249681, -0.03719707901526084, None, 41.45, None
CNR.to, 0.54, 1.74, 0.015311510031678986, 7.5, 23.66, 84889.08, 5620.0, 5468.0, 0.0, 34.67, 13331.0, 747.0, 747.0, 6.18, 29.84, 56.36, CAD, 118.65201338055884, -0.18598386462022828, None, 113.64, None
CNT.to, 0.0, 0.0, 0.0, -0.04, 0.0, 19.8, -4.0, 0.0, 0.0, -11.58, 4.0, 99.0, 99.0, 0.0, 0.0, 5.25, CAD, 0.1776081595172504, 0.0002851895579168308, None, 0.2, None
CNU.to, 0.33, 38.85, 0.17211589580010633, 76.0, 19.83, 100896.84, 33904.0, 63042.0, 0.0, 8.68, 204093.0, 447.0, 447.0, 0.7, 20.529999999999998, 39.36, CNY, 227.99662586908056, -0.25509261445625087, None, 225.72, None
COG.to, 0.0, 0.0, 0.0, -0.01, 0.0, 45.36, -1.0, -1.0, 0.0, -4.4, 0.0, 63.0, 63.0, 0.0, 0.0, 1.54, GBP, 0.6198530543530543, 0.0020704665704665702, None, 0.72, None
COP.to, 0.07, 0.0, 0.0, -0.03, 1.76, 38.28, -20.0, -5.0, 0.0, -86.42, 0.0, 638.0, 638.0, 41.66, 43.419999999999995, 73.98, USD, 0.08467023044295763, 0.000189404871223053, None, 0.06, None
CORV.to, 2.71, 0.0, 0.0, -0.53, 60.02, 208.6, -18.0, -28.0, 0.0, -82.51, 26.0, 35.0, 35.0, 0.0, 60.02, 77.82, USD, 6.165988106169916, -0.028665136210590757, None, 5.96, None
CP.to, 1.21, 2.34, 0.008732972569509237, 15.68, 38.37, 38852.75, 2278.0, 2731.0, 0.0, 38.26, 6720.0, 145.0, 145.0, 2.64, 41.01, 68.22, CAD, 268.91138969784424, -0.3541565875202237, None, 267.95, None
CPG.to, 0.47, 0.36, 0.047182175622542594, -1.07, 25.85, 4173.61, -583.0, 201.0, 0.0, -6.28, 3166.0, 547.0, 547.0, 0.6, 26.450000000000003, 44.58, CAD, 8.70024727797455, 0.010190345008526827, None, 7.63, None
CPH.to, 0.54, 0.0, 0.0, 0.27, 22.0, 86.67, 8.0, 18.0, 1.22, 37.02, 34.0, 27.0, 27.0, 13.22, 35.22, 59.53, USD, 2.729487362805544, 0.009873649919104464, None, 3.21, None
CPI.to, 0.05, 0.0, 0.0, -0.2, 3.71, 11.610000000000001, -9.0, -4.0, 0.0, -15.91, 12.0, 43.0, 43.0, 10.11, 13.82, 29.48, CAD, 0.3504861275088549, 0.0023792798110979924, None, 0.27, None
CPX.to, 0.61, 1.67, 0.057526696520840505, 0.49, 26.17, 3019.12, 98.0, 354.0, 0.0, 1.9, 1277.0, 104.0, 104.0, 4.53, 30.700000000000003, 56.45, CAD, 27.411161878525512, -0.026765577856486967, None, 29.03, None
CQE.to, 0.0, 0.0, 0.0, -0.04, 0.0, 17.7, -16.0, -20.0, 0.0, -10.5, 41.0, 354.0, 354.0, 21.92, 21.92, 46.33, CAD, 0.07931815995452365, -0.00017189208098299002, None, 0.05, None
CR.to, 0.4, 0.0, 0.0, 0.0, 24.89, 255.0, -1.0, 39.0, 0.0, -0.07, 225.0, 150.0, 150.0, 0.0, 24.89, 37.91, CAD, 2.125623770169223, 0.00018496654860291204, None, 1.7, None
CRH.to, 0.87, 0.0, 0.0, 0.11, 42.93, 416.99999999999994, 8.0, 23.0, 0.0, 12.28, 110.0, 75.0, 75.0, 1.76, 44.69, 50.71, USD, 5.1797834186016, -0.013178538633084085, None, 5.56, None
CRON.to, 0.02, 0.0, 0.0, 0.02, 2.36, 2649.92, 3.0, -5.0, 0.0, 2.04, 9.0, 196.0, 196.0, 0.0, 2.36, 3.47, CAD, 10.430754995845907, -0.013157724430451701, None, 13.52, None
CRP.to, 0.04, 0.0, 0.0, -0.24, 3.17, 92.68, -6.0, -2.0, 0.0, -4.31, 430.0, 28.0, 28.0, 16.75, 19.92, 29.33, USD, 3.39983582579037, 0.009944182080545719, None, 3.31, None
CRT-UN.to, 0.92, 0.72, 0.05405405405405405, 1.2, 28.63, 4249.08, 315.0, 343.0, 0.0, 27.05, 456.0, 319.0, 319.0, 0.64, 29.27, 68.91, CAD, 13.305602037692948, -0.001714722987450257, None, 13.32, None
CRWN.to, 0.31, 0.56, 0.05708460754332314, 0.62, 11.55, 98.10000000000001, 6.0, 0.0, 0.0, 5.87, 28.0, 10.0, 10.0, 0.0, 11.55, 62.43, CAD, 10.168844593117315, -0.0021855350037168235, None, 9.81, None
CS.to, 0.35, 0.0, 0.0, 0.17, 21.2, 304.2, 64.0, 99.0, 0.0, 8.61, 561.0, 390.0, 390.0, 0.0, 21.2, 39.93, USD, 0.7922302899121081, 0.004169159123704578, None, 0.78, None
CSH-UN.to, 1.96, 0.58, 0.038538205980066444, 0.16, 58.09, 3160.5, 33.0, 89.0, 0.0, 3.78, 832.0, 210.0, 210.0, 6.53, 64.62, 70.33, CAD, 15.165338624338634, 0.0005502645502645529, None, 15.05, None
CSM.to, 0.0, 0.0, 0.0, -0.37, 61.42, 4.4, -34.0, -1.0, 0.0, 0.0, 382.0, 110.0, 110.0, 26.12, 87.54, 120.9, CAD, 0.04465365779002149, 0.0002978048887139797, None, 0.04, None
CSU.to, 0.34, 2.0, 0.0021373230029388193, 12.5, 8.78, 19650.75, 265.0, 409.0, 0.0, 44.87, 2795.0, 21.0, 21.0, 2.45, 11.23, 73.91, USD, 1027.7275247721805, -0.9904483232760505, None, 935.75, None
CSW-A.to, 0.0, 0.87, 0.041947926711668276, 0.9, 0.0, 580.7199999999999, 26.0, 34.0, 0.0, 14.19, 147.0, 28.0, 28.0, 0.0, 0.0, 19.71, CAD, 20.68756118544754, -0.006255465914556834, None, 20.74, None
CTC.to, 0.77, 3.1, 0.013191489361702127, 10.18, 22.78, 15745.0, 686.0, 1164.0, 0.0, 15.15, 13635.0, 67.0, 67.0, 5.34, 28.12, 70.27, CAD, 246.85644182080551, 0.07456919847828934, None, 235.0, None
CTX.to, 0.21, 0.0, 0.0, -0.64, 13.5, 9.520000000000001, -10.0, -6.0, 8.41, -51.78, 11.0, 17.0, 17.0, 4.77, 18.27, 34.37, CAD, 0.6263111089247451, -0.000766179107088198, None, 0.56, None
CU.to, 2.09, 1.5, 0.047816385081287854, 1.02, 47.0, 8501.27, 341.0, 988.0, 0.0, 5.8, 4432.0, 271.0, 271.0, 1.23, 48.23, 70.35, CAD, 31.55945662250208, 0.018284293147929523, None, 31.37, None
CUF-UN.to, 1.13, 1.03, 0.08491343775762572, -2.4, 52.01, 2231.92, -441.0, 355.0, 0.0, -12.59, 797.0, 184.0, 184.0, 0.0, 52.01, 53.9, CAD, 12.162092067864798, 0.006389501071319257, None, 12.13, None
CUP-U.to, 1.09, 0.69, 0.05311778290993071, 0.67, 45.25, 428.67, 23.0, 25.0, 0.0, 9.85, 180.0, 33.0, 33.0, 6.68, 51.93, 58.67, USD, 13.110867134548952, 0.001470265424810879, None, 12.99, None
CVE.to, 0.53, 0.2, 0.017316017316017316, -0.72, 24.79, 14206.5, -534.0, 781.0, 0.23, -2.76, 20395.0, 1230.0, 1230.0, 0.0, 24.79, 52.84, CAD, 13.447103917967551, -0.013522913113822204, None, 11.55, None
CVG.to, 0.0, 0.1, 0.0020304568527918783, 12.52, 0.0, 738.75, 190.0, 0.0, 0.0, 30.44, 300.0, 15.0, 15.0, 0.0, 0.0, 21.81, CAD, 50.69704003235823, -0.061609755564300976, None, 49.25, None
CWB.to, 0.9, 0.98, 0.028513238289205704, 2.75, 7.32, 3058.93, 260.0, 0.0, 0.0, 11.04, 790.0, 89.0, 89.0, 0.0, 7.32, 90.89, CAD, 36.529052319734134, -0.01731809436354891, None, 34.37, None
CWI.to, 0.0, 0.0, 0.0, -0.29, 0.0, 16.29, -3.0, 0.0, 0.0, -11.81, 1.0, 9.0, 9.0, 0.0, 0.0, 1.67, CAD, 1.9318541038086496, -0.0003540382176745816, None, 1.81, None
CWL.to, 0.0, 0.08, 0.058394160583941604, 0.12, 0.0, 27.400000000000002, 2.0, 4.0, 0.0, 17.17, 64.0, 20.0, 20.0, 0.0, 0.0, 59.52, CAD, 1.2970692203419472, -0.0021662949844768018, None, 1.37, None
CWX.to, 0.92, 0.56, 0.09333333333333334, 0.51, 37.37, 450.0, 38.0, 60.0, 0.0, 11.39, 1270.0, 75.0, 75.0, 3.09, 40.459999999999994, 58.9, CAD, 6.597620293847564, 0.001626852945034763, None, 6.0, None
CXI.to, 0.0, 0.0, 0.0, 0.73, 0.0, 188.22, 5.0, 9.0, 0.0, 7.8, 38.0, 6.0, 6.0, 15.28, 15.28, 29.05, USD, 32.29664958021777, -0.03616591237045783, None, 31.37, None
CXN.to, 0.0, 0.0, 0.0, -1.8, 0.0, 33.93, -7.0, -2.0, 139.63, -13.1, 1.0, 261.0, 261.0, 0.0, 0.0, 3.33, AUD, 0.1295400979491892, 0.00025657002929730207, None, 0.13, None
CXR.to, 0.0, 0.0, 0.0, -4311.43, 0.0, 0.0, -737.0, 51.0, 5.1, 0.0, 597.0, 0.0, 0.0, 171.97, 171.97, 200.47, USD, 18.916400957628213, 1.4860626393808214, None, 24.2, None
CYB.to, 0.0, 0.0, 0.0, 6.99, 0.0, 1412.8799999999999, 168.0, 191.0, 0.0, 16.66, 203.0, 24.0, 24.0, 0.0, 0.0, 4.74, CAD, 60.692258712667794, -0.042565940793213526, None, 58.87, None
CZN.to, 0.0, 0.0, 0.0, -0.01, 0.0, 112.2, -5.0, -5.0, 0.0, -263.99, 0.0, 935.0, 935.0, 0.0, 0.0, 22.84, AUD, 0.1336389435480346, 2.3525296252569022e-05, None, 0.12, None
D-UN.to, 1.06, 0.92, 0.03655145013905443, 2.26, 47.33, 1510.2, 158.0, 172.0, 0.0, 8.68, 335.0, 60.0, 60.0, 0.85, 48.18, 55.33, CAD, 24.816302789802798, -0.014395141895141902, None, 25.17, None
DBO.to, 0.22, 0.0, 0.0, -0.01, 13.97, 35.2, -1.0, 0.0, 7.0, -4.5, 37.0, 176.0, 176.0, 0.0, 13.97, 35.19, CAD, 0.2239989942717216, 0.0002877694695876515, None, 0.2, None
DC-A.to, 0.11, 0.0, 0.0, -2.83, 5.54, 87.32, -159.0, -96.0, 0.0, -26.58, 154.0, 59.0, 59.0, 0.0, 5.54, 34.8, CAD, 1.2486181074817446, 0.007177904586995495, None, 1.48, None
DCF.to, 0.17, 0.0, 0.0, -1.02, 9.91, 16.62, -6.0, -4.0, 0.0, -14.12, -1.0, 6.0, 6.0, 20.76, 30.67, 42.17, CAD, 3.1551802658620836, -0.00054849359394814, None, 2.77, None
DCM.to, 7.37, 0.0, 0.0, -0.15, 38.89, 30.4, -3.0, 9.0, 0.0, -140.26, 313.0, 20.0, 20.0, 8.8, 47.69, 94.72, CAD, 1.699616555162009, -0.0009679916043552405, None, 1.52, None
DEE.to, 0.82, 0.0, 0.0, -0.1, 37.86, 145.08, -16.0, 19.0, 0.0, -8.25, 134.0, 186.0, 186.0, 0.0, 37.86, 53.99, CAD, 0.7951351392715027, 0.0011337837246928153, None, 0.78, None
DF.to, 0.0, 0.8, 0.1388888888888889, 0.07, 0.0, 92.16, 10.0, 10.0, 0.0, 1.37, 12.0, 16.0, 16.0, 0.0, 0.0, 68.51, CAD, 5.8195632078359365, 0.003420525602343784, None, 5.76, None
DGC.to, 0.13, 0.0, 0.0, 0.44, 10.07, 1946.5600000000002, 76.0, 164.0, 0.0, 3.94, 757.0, 176.0, 176.0, 0.0, 10.07, 19.88, USD, 10.916772289999562, 0.012334885653067467, None, 11.06, None
DHX.to, 2.18, 0.08, 0.06557377049180328, -0.08, 51.71, 163.48, -11.0, 74.0, 2.16, -3.15, 425.0, 134.0, 134.0, 1.84, 53.550000000000004, 76.23, CAD, 2.049344658708294, 0.015537933447024355, None, 1.22, None
DIAM.to, 0.0, 0.0, 0.0, -0.03, 0.0, 77.91, -4.0, -4.0, 0.0, -5.77, 0.0, 371.0, 371.0, 0.0, 0.0, 2.35, CAD, 0.20571002230093138, -9.687786960514222e-05, None, 0.21, None
DII-A.to, 0.42, 1.2, 0.04801920768307323, -0.09, 20.0, 824.67, -3.0, 102.0, 1.33, -0.27, 2585.0, 33.0, 33.0, 3.69, 23.69, 51.98, USD, 22.770531330622248, 0.04538628711355985, None, 24.99, None
DIR-UN.to, 0.89, 0.7, 0.06750241080038573, 1.04, 37.5, 933.3, 90.0, 114.0, 0.0, 12.02, 183.0, 90.0, 90.0, 8.98, 46.480000000000004, 57.91, CAD, 10.66916859066859, -0.006754449254449256, None, 10.37, None
DIV.to, 0.54, 0.22, 0.06790123456790123, 0.11, 34.48, 346.68, 12.0, 19.0, 0.0, 5.86, 23.0, 107.0, 107.0, 0.0, 34.48, 36.63, CAD, 3.1634104464559, 0.0008196466832830462, None, 3.24, None
DML.to, 0.0, 0.0, 0.0, -0.04, 0.0, 391.29999999999995, -20.0, -24.0, 0.0, -8.86, 14.0, 559.0, 559.0, 0.0, 0.0, 29.46, CAD, 0.670855262582535, -0.000548952730770913, None, 0.7, None
DNA.to, 0.0, 0.0, 0.0, -0.02, 0.0, 509.53999999999996, -9.0, -10.0, 0.0, -3.87, 0.0, 349.0, 349.0, 0.0, 0.0, 2.55, CAD, 1.476578184441822, -0.004125606716515805, None, 1.46, None
DNG.to, 0.0, 0.0, 0.0, 0.14, 0.0, 64.0, 5.0, 10.0, 0.0, 10.38, 110.0, 40.0, 40.0, 0.0, 0.0, 13.36, USD, 1.5803642485460667, 0.0028519393064847603, None, 1.6, None
DNT.to, 0.0, 0.0, 0.0, -0.01, 0.0, 10.559999999999999, -2.0, -0.0, 0.0, -3.62, 0.0, 176.0, 176.0, 0.0, 0.0, 2.18, USD, 0.07504978354978345, 0.00018398268398268393, None, 0.06, None
DOL.to, 0.0, 0.15, 0.003601440576230492, 1.59, 63.03, 13994.4, 536.0, 782.0, 0.0, 0.0, 3373.0, 336.0, 336.0, 18.72, 81.75, 102.63, CAD, 48.475563363505174, 0.01774803358257904, None, 41.65, None
